fecha,hora,Nombre Producto,Precio
27-10-2023,13:46,Mermelada Dulcor Durazno Frasco 454 Gr,802
27-10-2023,13:46,Arvejas Montenevi x 340 Gr,246
27-10-2023,13:46,CALABACIN (ANQUITO) X 700G,244
27-10-2023,13:46,ACEITE DE GIRASOL ALSAMAR X 900 ML,1.035
27-10-2023,13:46,MANTECA TONADITA X 200 GR,807
27-10-2023,13:46,MAYONESA HELLMANNS CLASICA X 475 Gr,568
