fecha,hora,Nombre Producto,Precio
25-10-2023,21:49,Mermelada Dulcor Durazno Frasco 454 Gr,802
25-10-2023,21:49,Arvejas Montenevi x 340 Gr,234
25-10-2023,21:49,"POLLO FRESCO X UN. (APROX. 2,5KG)",2.829
25-10-2023,21:49,ACEITE DE GIRASOL ALSAMAR X 900 ML,985
